TransactionID,Merchant,Amount,Timestamp,Location,IsFraud
c8bd03d8-9da1-4f37-9b05-d6f022f0427c,Raman-Chakraborty,29.19,2023-12-23 07:33:04,Hubli–Dharwad,False
e830c58d-c17e-4a03-ba80-d49528575f43,"Banerjee, Dubey and Sangha",510.3,2023-12-31 19:46:04,Salem,False
efd4f5ee-56ba-4c15-8e93-1020cc33f781,Sabharwal-Mani,323.02,2023-12-30 16:47:44,Mathura,False
d93efc73-bd46-4457-8ce3-4d6110656277,"Dayal, Mani and Andra",36.83,2023-12-27 12:44:27,Ramagundam,False
04c61f6d-22b1-4f56-8444-1fb07f725e2b,Ganguly-Shanker,849.02,2023-12-06 07:02:00,Alwar,False
df885681-b671-4526-9928-f52704d3fb12,"Sarraf, Comar and Badami",739.11,2023-12-16 03:36:12,Shivpuri,False
f794327c-0e0a-4f96-a14a-0a273d9ae6fe,"Gopal, Majumdar and Agarwal",861.54,2023-12-27 19:12:51,Chandrapur,True
3fb86790-7f9c-4950-9b74-9a78a8a61070,Walla-Singh,280.69,2023-12-05 14:05:43,Tinsukia,True
932b93e7-bbc8-49f0-8628-9f8857e4077a,Ramachandran Inc,316.19,2023-12-29 08:39:56,Maheshtala,False
1316b279-b67b-423f-b0b5-3e5ec7b6e5b8,Ghosh and Sons,963.26,2023-12-24 10:09:06,Raiganj,True
5f8ae689-8c50-401a-bef3-a80c5909189c,Bakshi Group,114.48,2023-12-28 15:56:30,Akola,False
4fe76438-4ecb-4622-a53b-d57c01705f77,"Bhasin, Ram and Bajwa",613.04,2023-12-06 05:58:14,Raichur,False
9ee1b879-3502-41d8-998b-336e65645f07,"Bedi, Tak and Sekhon",111.77,2023-12-17 10:19:07,Etawah,False
a936cd9c-4d94-439f-aa2c-0938c2c9e1d5,Kulkarni-Sagar,21.37,2023-12-06 06:20:53,Tirupati,False
211f7a87-daff-4dcc-bf5e-1fd68f0e1ca0,"Shah, Vaidya and Sant",995.47,2024-01-01 11:20:12,Thrissur,False
290c75d5-1b82-4cfb-838e-54fdae7f3324,"Chaudhary, Kuruvilla and Chadha",516.31,2024-01-02 18:06:54,Patiala,False
b1564a8f-3ef0-437a-87d1-9cd9d0217097,Kamdar-Din,611.18,2023-12-07 18:46:46,Morena,False
23bf160b-ef93-47c4-85f8-0c24d9d72fe1,Chandra and Sons,914.35,2023-12-11 21:01:56,Morbi,True
75ed4077-dc67-4e2c-9266-65ab3af70bc5,Gill Group,474.8,2023-12-16 11:50:30,Chinsurah,True
07941f62-018c-4470-8b0c-2baf02b8057f,Chauhan-Mani,721.53,2023-12-11 13:31:04,Jodhpur,True
e60d74d8-e6bf-4925-a4dc-c123b3f17dae,"Anne, Sandhu and Balay",902.17,2023-12-05 09:05:29,Thiruvananthapuram,False
6cf5d3c2-caf5-45eb-941c-1f2e000e183d,"Vohra, Jaggi and Bains",343.23,2023-12-27 20:31:49,Kanpur,False
a648c13a-5968-400d-9eb7-9fca85ae9019,"Borde, Bassi and Bali",628.81,2023-12-08 05:11:38,Danapur,False
388d975a-3974-4fc9-9bc4-11b290f1e536,Warrior-Mander,34.76,2023-12-24 14:01:42,Tirunelveli,False
fae7f9fe-c10f-4906-9a7f-0db09d431d38,"Khanna, Bandi and Banerjee",407.03,2024-01-02 11:12:28,Arrah,False
e9b7bef5-3786-4cf1-8572-8d549b6d1bb8,Jain and Sons,460.28,2023-12-28 02:51:01,Bhind,True
e7683eff-2696-4ee7-b484-9670634d1ae1,Savant LLC,610.99,2023-12-15 07:23:32,Karimnagar,True
3619b6ed-2925-4a60-8a5c-493d83f999e3,Ramaswamy-Johal,882.81,2023-12-14 14:41:35,Rourkela,False
9acd0c3a-d12e-4fee-a00a-c2753229ef8f,"Din, Sanghvi and Mane",221.61,2023-12-29 06:31:25,Tinsukia,False
b4b36b1e-1587-4e95-93a1-d5306464876a,Manne Inc,80.28,2023-12-18 09:53:10,Bhilai,False
e09a917c-fdfe-43cd-a33a-b003bc37b2d3,Bera-Tella,182.08,2023-12-28 05:24:46,Narasaraopet,False
343f0e67-5e38-4eca-9d11-1e9df532c868,"Chahal, Dewan and Badami",639.33,2023-12-23 08:09:23,Delhi,False
c1e10e7a-a611-47ae-97fd-8440bda79790,"Mangat, Lata and Lata",510.9,2023-12-15 23:43:18,Bhilai,False
bb53f17b-c824-4a90-967b-899e398aecaa,"Bava, Bhavsar and Roy",34.54,2023-12-30 08:54:50,Machilipatnam,False
bcb53def-a2af-4607-a28c-3954d9485eb1,"Shroff, Khare and Dasgupta",328.56,2023-12-15 05:26:25,Yamunanagar,True
4ebe0169-2d45-4918-8097-d0f48a9879c4,Jain-Gara,831.11,2023-12-09 06:35:27,Gangtok,False
f89abccb-d4fc-4722-bb62-fa33cc6967da,Uppal and Sons,385.2,2023-12-18 11:06:18,Guntakal,False
a98c91e9-5b59-45f7-a047-919c532fbf92,Basak-Bala,749.09,2023-12-24 19:11:24,Secunderabad,True
eec8075b-6be9-4d78-af31-2aaaf43a9a69,Randhawa Ltd,754.49,2023-12-07 03:00:28,Pimpri-Chinchwad,False
a751a2b6-49e3-454c-aada-af23650fe733,Kumar LLC,410.27,2024-01-01 12:54:57,Bettiah,False
0fec96c6-aeda-4614-985d-ac41e9d24859,Salvi PLC,80.15,2023-12-05 14:29:19,Begusarai,False
f7f38ac9-6be8-4359-b958-509c2f5c339a,Divan Inc,127.27,2023-12-15 08:32:59,Kochi,False
9b2bb65b-2c4e-4b04-a78d-f3b4983f203c,Sheth-Mani,371.18,2023-12-14 10:16:48,Bhilai,False
ab6c3353-050b-4be1-ad68-179700900ee8,Char PLC,954.28,2023-12-12 17:27:38,Jamalpur,False
a85155f9-ed53-483f-8d16-45d8a881c1d1,"Karan, Saran and Kala",753.45,2023-12-08 02:30:00,Nanded,False
f9d8dd36-1154-4f22-a4b6-a450b57d2a5b,"Lala, Lalla and Sama",36.27,2023-12-04 21:04:57,Kottayam,False
c29cf869-0410-4c13-985f-73b3cc49248b,Sarma Group,258.89,2023-12-30 02:33:59,Vijayawada,False
b5d5ed40-545d-41e8-8f91-05f10b7df1f2,Choudhry-Desai,315.18,2024-01-03 01:35:55,Gwalior,False
63f9fdd1-7cad-44ce-aa3c-e709b7315b5a,Karpe-Dhawan,666.75,2023-12-28 07:32:06,Siwan,False
5acfcf3b-d6c8-483e-b55a-83cf97cad1c2,"Doctor, Desai and Tandon",824.19,2023-12-06 05:23:31,Moradabad,True
d4148c30-c8e5-4843-a02f-29bc0197b7e7,Deshmukh-Bhatnagar,424.83,2023-12-28 15:40:51,Dhule,False
0a7864eb-fafc-4551-a923-65a4a8539288,Sangha-Grover,631.17,2023-12-12 14:08:07,Ujjain,False
e105cf18-8dd9-44dd-adf0-302016b7f208,"Krish, Manne and Chada",117.01,2023-12-30 08:51:02,Kollam,False
17679117-0f32-46dd-88ae-8cdc6952b6e5,Shanker-Sodhi,493.65,2023-12-31 06:20:06,Panipat,False
16341a7d-9808-42ae-86a6-af3d40f15ea0,Bhasin LLC,293.33,2023-12-08 23:13:39,Ujjain,True
d6f5e1b1-9200-405d-a504-a1d9baf25578,Reddy-Chada,465.7,2023-12-25 05:53:35,Gorakhpur,False
43a2c27c-b74e-4504-a2a9-3b5aa8623ac8,"Dasgupta, Bandi and Kar",839.95,2023-12-28 17:25:17,Nagpur,True
492d534c-9313-4f21-ab85-04cc8983e200,"Arora, Agate and Loke",673.43,2023-12-28 05:55:45,Gulbarga,True
1b5c586e-61ef-4c93-9fa2-0f02b8243070,Mammen-Basak,100.33,2023-12-19 17:58:26,Phagwara,True
2425ad17-0806-49f6-8a57-f0fe7ae7b7a4,"Kapadia, Salvi and Cherian",675.56,2023-12-19 08:15:47,Kota,True
30ed17fd-9c48-4523-8f51-12bf63a915f3,Uppal LLC,899.99,2023-12-23 05:42:50,Thoothukudi,False
d3266f31-6fe2-4773-a818-e6e9da385f2b,Grewal Ltd,586.68,2023-12-18 05:32:42,Rourkela,False
8c0800e3-6cf9-4063-afe9-390ae3de79c8,Mandal-Shenoy,777.79,2023-12-26 09:03:23,Danapur,True
c5e45dc8-6c47-4622-8e7e-54d2fdafae1b,Warrior-Yogi,767.94,2023-12-07 08:45:21,Firozabad,False
80caa42d-cb42-4a73-8e08-6ad98e54978f,Hora LLC,763.0,2023-12-13 09:43:18,Hubli–Dharwad,False
db851bfb-7f2e-455f-9d6d-299e779159e1,Barad-Badal,252.39,2023-12-12 03:05:47,Asansol,False
a913a4be-a7c7-4d4e-84bd-8a214fddb971,"Acharya, Gupta and Walla",965.82,2023-12-19 20:17:48,Jamalpur,False
881b7f29-508e-42a7-84a6-ea053258071d,Babu-Shetty,385.66,2023-12-27 16:03:02,South Dumdum,False
30c76d05-ae86-4ffa-9bc4-6f93a53599cb,"Guha, Apte and Basak",535.54,2023-12-26 03:44:22,Anand,True
3c87ba2c-19c2-4d6b-8a14-580844d7082b,"Kumer, Ramanathan and Tak",446.06,2023-12-29 07:44:46,Amravati,False
db08089c-7dc7-456b-b44b-56740db46f91,Sem and Sons,873.85,2023-12-26 13:07:09,Maheshtala,True
92622b99-b37d-4762-a786-88d411f902c9,Bora PLC,924.67,2023-12-20 03:45:13,Vasai-Virar,False
32506ed5-9798-492a-b4ae-b839252b4d56,Keer and Sons,746.22,2023-12-25 07:30:28,Alappuzha,False
a7cf024e-9007-4c53-9e1f-5ff033b59a13,Varty-Bandi,978.17,2024-01-01 02:39:55,Sambhal,True
e3c1d69b-482e-45d6-b6aa-2a44fc5ae923,Gaba-Grewal,480.38,2023-12-27 02:07:24,Maheshtala,False
9d023c27-3a70-46e6-bd50-60fdb6ff5755,Goel and Sons,100.41,2023-12-21 16:26:24,Agra,True
7730a38d-4802-46f7-9b3a-2329c5998a45,Sathe Ltd,440.42,2023-12-07 15:52:36,Meerut,False
21073ed3-29f2-4c14-81b1-f3310b09af7f,Chaudhry-Dugar,726.97,2023-12-16 23:45:38,Solapur,True
09201c2e-1d58-4a1a-90f8-68aea0df2ddc,"Bajaj, Thakur and Chakraborty",415.88,2023-12-26 13:16:44,Moradabad,True
95280066-7206-490b-b714-93fbe26b7f27,Sharma Group,941.65,2024-01-01 08:43:06,Ongole,False
f0d171d4-57d9-4c79-aa2e-075a7e4dab97,"Bhakta, Sethi and Mammen",764.57,2023-12-26 16:05:30,Rajahmundry,False
8cd1013c-9eae-45c2-a2d7-dcc5ae051f94,Bahl Ltd,151.69,2023-12-30 04:08:36,Sagar,True
2049eb8a-a429-436b-9b91-49fbbbf46d2e,Bahl-Gara,46.65,2023-12-06 12:57:44,Ambala,True
ef9fa20c-d807-4e97-ad4f-23a852662a4c,"Thakur, Hayre and Srivastava",124.27,2023-12-16 11:36:22,Vellore,False
14da16d9-f701-471f-bbc5-d88dac735a57,Sagar Inc,10.57,2023-12-25 11:02:32,Ratlam,False
6f0ae646-454e-4848-8abe-0ce742aa3b50,Sinha PLC,622.33,2023-12-21 02:45:32,Chinsurah,False
597906b2-296b-48c0-bccb-20c0e2d17e52,Din LLC,969.51,2023-12-18 18:00:34,Ambarnath,True
2a4a77fd-3ae6-49e3-84a9-10731887ada4,"Sidhu, Mallick and Shan",401.83,2023-12-22 03:19:30,Motihari,False
580a9577-93e3-4e8a-8934-769178a7221c,Mann-Chacko,333.58,2023-12-30 12:48:20,Ramgarh,False
96a718a2-afb9-4a33-9ecc-667281aed57a,"Jani, Baria and Ahuja",230.98,2023-12-15 14:35:15,Tiruvottiyur,False
f05104a1-800c-4606-a49e-c718150bd679,Walla and Sons,222.09,2023-12-12 14:21:49,Sangli-Miraj & Kupwad,False
d66ff1f1-4b80-479e-b930-e9ef5d60f1fb,Sama and Sons,295.72,2023-12-09 01:54:50,Pallavaram,True
6f7cd4e3-593e-4055-9468-b8157a5b2592,Sabharwal Group,649.88,2023-12-19 17:54:07,Srikakulam,True
a60efb58-037e-492e-a8e3-7abdad4bc841,Kapoor-Savant,904.39,2023-12-19 01:16:21,Bhiwani,True
1ef4e0a4-8a7c-42cd-8247-1ac6c51502bc,Mani-Kale,939.84,2024-01-01 21:55:21,Aurangabad,False
cfc0a265-2fbe-47c2-89a7-6f1d71158592,"Saini, Manne and Anand",15.84,2024-01-01 00:27:39,Mira-Bhayandar,False
2bddd349-5714-43d0-a476-aaa507a9d1a5,Zacharia-Dugal,353.73,2023-12-14 01:09:38,Jammu,False
602ac580-2193-462b-b1cc-cccb37d8296d,Apte Ltd,49.83,2023-12-28 20:23:12,Unnao,True
54143c93-c621-4869-b0a5-d5bf5ca36b32,Korpal Group,497.7,2023-12-06 19:35:28,Kadapa,True
8502410f-c8f2-44f0-a151-d3d6bbf3efb2,Jain-Edwin,588.71,2023-12-17 23:57:41,Baranagar,True
52ebe26f-ec83-4ad7-97db-0596ff2aae23,Edwin-Behl,527.35,2023-12-21 04:27:42,Hajipur,False
ff935a7c-bdca-494d-aa0a-1a98d4566202,Sahni-Dhawan,638.44,2023-12-29 18:34:19,Hazaribagh,True
ca50f54f-28b4-4005-8461-6e44e3f4b78b,Chokshi LLC,679.93,2023-12-30 08:34:01,Bhagalpur,False
31c41133-4e7f-4fc4-97e5-0637c5fe55bf,"Dutta, Suri and Sane",272.41,2023-12-07 17:54:29,Nangloi Jat,False
e81a3686-0f7c-4343-9753-012346e8760d,"Kumar, Gera and Tripathi",909.33,2023-12-21 10:28:14,Jalna,True
06f0efb3-da9b-4f11-abf4-a9865e11b785,Mander LLC,425.94,2024-01-01 01:05:59,Tiruvottiyur,False
1c3b5271-f952-4a0e-ae3a-2e0a1874f57c,Salvi-Chaudhuri,149.35,2023-12-14 01:12:57,Vijayanagaram,True
81f81395-45d1-4981-8115-75a5f0b71ffe,Dora-Ray,594.28,2023-12-22 10:43:29,Gudivada,True
2a26f486-7157-465f-818a-d90a35a57473,"Wagle, Ahluwalia and Bhatti",429.34,2023-12-17 03:43:24,Thrissur,False
1c08b651-5faf-4f46-99b3-79002c702000,"Andra, Tandon and Seth",570.27,2023-12-24 22:27:39,Kota,True
e2067672-4e44-4b3a-bf82-e48022315a1a,Chakrabarti-Saraf,232.45,2023-12-27 17:42:12,Bulandshahr,False
dd0f5ba1-0a06-4f31-951c-60b2998d8a07,Tata LLC,163.92,2023-12-12 05:03:36,Khammam,False
7d5058a5-b8d1-4110-9965-ea7525d2a2cb,Rajagopal-Badami,904.89,2023-12-13 06:45:38,Bhilwara,False
84267e8e-9e3f-4fa9-ad0c-5d4396d3f359,"Wadhwa, Raja and Ram",58.55,2023-12-23 02:42:07,Vadodara,True
15118a74-7f6b-498a-87b8-cba880600093,"Cheema, Brar and Bera",338.86,2023-12-31 01:03:16,Pune,False
08df0d52-3509-4cf1-8a0e-c9a02da392ed,"Walia, Khosla and Sunder",184.13,2023-12-29 23:18:04,Thane,False
f7e47305-e137-434f-9f98-677887fb3e80,"Bir, Sachdev and Kaul",663.82,2023-12-15 20:25:27,Katihar,False
177579a1-1329-4c0d-9a1f-4a13cb63e9f2,Kothari Inc,615.56,2023-12-06 20:28:48,Jaunpur,False
4a9d30c8-464d-4187-8488-72773382ace0,"Kade, Gokhale and Dara",807.76,2023-12-06 00:10:25,Indore,False
f2d8ce84-a0ad-46b3-92da-d37c14760aab,Tailor Inc,877.6,2023-12-15 05:03:45,Miryalaguda,False
c72b4c2b-c02f-4bbc-b279-a5e2974691aa,"Dugar, Dayal and Lalla",443.72,2023-12-20 08:31:03,Gudivada,False
fa0cadf3-b0b2-41e1-9820-768772fc9dc9,Mandal LLC,542.79,2023-12-24 08:41:49,Patna,False
bf3398a2-553d-4255-afcf-f0586f5a76e9,Gandhi-Ghosh,162.98,2023-12-28 15:44:20,Tadepalligudem,True
dbad9aca-5db4-4751-a213-b70a3cde5b0b,Apte Group,238.95,2023-12-18 10:52:06,Pallavaram,False
ddde0e60-cd6e-4485-9afe-4190c79d0203,Dani PLC,892.51,2023-12-09 18:25:36,Jabalpur,False
197bb3a7-0905-4c69-9be9-9e65a782ba01,"Kaul, Choudhury and Sandhu",884.28,2023-12-09 19:50:49,Ratlam,False
77f7b938-5c1a-4cc2-a7e9-ecff72d33489,Mangat Ltd,109.52,2023-12-11 16:27:00,Nanded,False
1a962448-0de3-4428-be2f-e4b60e8b0fa2,Sengupta-Divan,581.58,2023-12-29 09:05:05,Mehsana,False
c33e2bfe-5d8a-483d-b209-cfc9381bd526,Goyal-Ghosh,599.08,2023-12-14 12:58:08,Bangalore,False
7c5e0097-48f7-4027-a5f5-c40bf1348024,Tata Group,924.03,2023-12-26 07:27:23,Siliguri,False
3d62794c-fb7b-433f-b2c9-2365d0347d98,"Agarwal, Chandran and Comar",988.01,2023-12-05 08:25:35,Vijayanagaram,False
aabfa195-8425-447e-8e1d-13939ba592f2,Krishnamurthy LLC,358.24,2023-12-30 06:14:58,Ratlam,False
77fa963d-01c6-496f-9ea4-1fe2779ce7d5,Taneja-Ghosh,34.18,2023-12-06 15:32:32,Solapur,False
1eb28630-f0f6-45c4-9084-0f98b435d0c5,Rattan-Grewal,969.31,2023-12-31 06:04:35,Ratlam,False
a2a24634-529a-4695-b1f8-e33fb1fcd902,Dutt-Rajagopalan,630.48,2023-12-25 01:59:55,Eluru,False
425f4f19-bfa6-4bae-a995-b4bb391937af,Bava-Ganesan,235.21,2023-12-26 06:29:24,Arrah,False
414db308-35b6-47a6-aeb5-e1c4686e0141,Chandran Inc,927.1,2023-12-14 21:00:47,Nagpur,False
26da1c5b-ca6e-4d4e-b618-a146518351eb,Vora Group,922.65,2023-12-14 10:58:40,Nangloi Jat,True
934f28ce-5930-45a2-8be1-dfc1d15e68bc,Dugal and Sons,133.11,2023-12-10 01:37:35,Nandyal,True
d931e158-9ce5-4926-acb9-478ff32fcb35,"Bhattacharyya, Chaudhuri and Rau",676.1,2023-12-28 12:45:24,Chapra,True
c48342fc-270b-45c5-9e7b-1bcc99657507,Korpal-Ghose,107.43,2024-01-02 21:13:49,Kakinada,False
a58098d8-52de-4be4-8717-80dea3db4b3f,Krishnan-Gour,613.53,2023-12-15 04:07:40,Karawal Nagar,False
1cefaeff-ce5b-49b6-ac89-18916c6e8969,Korpal Inc,916.1,2023-12-11 16:09:31,Bathinda,True
7586009f-38be-47ad-a389-ae559f35e88d,"Deep, Banik and Chakrabarti",410.13,2023-12-08 00:35:11,Jabalpur,True
2e45f0e9-8862-409d-a82c-8027307a059d,"Choudhry, Shankar and Deep",786.23,2023-12-13 01:17:12,Mumbai,False
04fa92d8-f26c-45d4-9058-f2d3d139190a,Bhasin-Chakraborty,873.45,2023-12-31 01:49:52,Gandhidham,False
d24a2980-a4c2-4c70-90d3-13dc550728cd,"Bajwa, Chand and Varty",695.78,2023-12-16 12:44:58,Tirunelveli,True
004db1d6-4325-4ded-b83c-bcb6ff25d821,"Comar, Lalla and Arora",239.16,2023-12-29 03:24:58,Srikakulam,False
0ec58043-0af7-4220-8f8a-46563e3ce3ba,Varghese-Ranganathan,274.16,2023-12-16 12:07:03,Ambala,False
bd53a5d6-1337-4b91-ab38-f86426e05ce7,Thaker Group,218.91,2023-12-30 22:35:28,Secunderabad,False
bdbaed74-03ce-43e3-b2b6-bcc80054b77f,"Sarma, Wadhwa and Bhakta",950.12,2023-12-06 07:06:29,Aizawl,False
3ed7f249-ba5d-4e6e-8e2a-1d36a0e6694c,"Walla, Kade and Trivedi",467.08,2023-12-17 11:45:55,Amravati,False
d2e99ac5-99c6-4cb9-a386-dc9e967f10b3,Gandhi-Deo,674.97,2023-12-10 15:05:46,Tirunelveli,False
465960ba-d247-41a3-89a2-09a4c039e7ae,Khare-Sami,568.33,2023-12-31 06:06:08,Chandrapur,False
c9533a01-954c-4643-9bf2-80f4f7b33928,"Mahajan, Chaudry and Saha",495.91,2023-12-27 16:45:00,Satara,False
dd457d5f-a685-4b7b-8b70-eff56f1a2bdb,Saha LLC,447.74,2023-12-05 17:05:10,Kirari Suleman Nagar,False
9c70b63e-9d0a-4ee2-a33b-c74c9b7eb902,Saxena-Bhagat,10.4,2023-12-25 20:54:42,Ambarnath,False
eafb068b-b5ac-4e55-8658-21783fdfa75d,Tank Group,973.38,2023-12-30 18:13:08,Dhule,False
4a3efe99-c6d6-4b85-9fa1-ad1387fa0a01,Solanki LLC,126.29,2023-12-24 01:03:15,Tirupati,True
ea6b0c06-27b9-45e6-b7c2-99a91d8d2af0,Balasubramanian-Hari,161.31,2023-12-04 19:02:01,Jodhpur,False
44c8e2e7-9c53-401d-8239-bdb59c372680,Lal-Sarma,72.89,2023-12-23 02:53:24,Kalyan-Dombivli,False
7583dfa5-ba2c-4dcf-a949-e11d5e814875,"Sarna, Thaker and Kapadia",81.82,2023-12-17 04:05:06,Ulhasnagar,False
2c84f85f-226b-43c9-8b91-36a3fbb06716,"Lal, Chander and Sahota",554.31,2023-12-27 03:18:58,Singrauli,False
7b9409a7-b05e-40a5-8b0e-05eef73d0825,Dara LLC,314.54,2023-12-14 04:32:42,Raurkela Industrial Township,True
72825ecb-5798-48eb-8516-2145cadc71f3,Goswami Inc,981.34,2023-12-15 20:00:50,Patiala,False
810ca830-2768-44e1-b1b4-561405f9f1ba,Varghese Group,29.28,2023-12-30 22:36:50,Tadipatri,False
791bb011-a129-482b-a51a-0b5c54d3932b,Chaudhuri and Sons,989.63,2023-12-20 07:58:34,Gopalpur,False
6dc750b6-223d-485a-80b9-62cfbeef97b1,"Gole, Lal and Khosla",754.35,2023-12-29 14:41:41,Morbi,False
7e2779d5-0932-4b4f-bc69-c270318038db,Sagar-Sharaf,705.83,2023-12-13 06:09:00,Bhavnagar,False
da6d0fea-67a4-4780-8897-024e4652da08,"Goswami, Kalita and Luthra",812.66,2023-12-10 13:35:00,Siliguri,False
8b6c3cf3-43dd-438b-ad8c-81f6239a2c02,Bakshi and Sons,431.25,2023-12-20 23:13:04,Fatehpur,False
cb4e2490-5124-4ff5-80aa-4c211d68a7a2,Setty PLC,85.24,2023-12-26 04:06:46,Mathura,False
c2e1c409-05b6-4ff7-baed-28958e2a92b0,"Kibe, Edwin and Swamy",556.16,2023-12-23 13:15:44,Kolkata,False
83ada297-b47b-4dec-8545-e5c60c1c7cae,Khare and Sons,84.49,2024-01-02 16:06:17,Patna,False
d8646823-2ebc-4bd9-a38b-ce6f0c2a6948,Chakrabarti PLC,549.12,2023-12-18 04:29:03,Uluberia,False
a906e031-7307-48b4-8172-123830dce011,Venkatesh-Ravel,420.74,2023-12-22 03:16:33,Ghaziabad,True
f7986624-651d-4f55-8b21-af7c617a2722,"Basu, Ray and Shenoy",385.18,2023-12-16 07:10:29,Yamunanagar,False
e566418d-2876-4814-b5a7-6d877aefa3c3,"Chand, Bhardwaj and Savant",341.84,2023-12-12 02:35:26,Kurnool,False
f436f69d-ff5d-46b0-adb5-40d211cf76b2,Krishnan-Srivastava,347.82,2023-12-17 06:11:55,Mahbubnagar,False
9f8b457d-a593-4f25-868f-c858e422288d,Venkataraman-Issac,59.78,2023-12-20 14:59:19,Karnal,False
4662fd42-24d8-4c2b-8504-e56ad2dfee75,"Chand, Aurora and Zacharia",500.38,2023-12-21 06:26:46,Amravati,True
e5528f16-17f4-44ba-ae51-7bba132ee737,"Bir, Dasgupta and Lal",768.18,2024-01-03 03:08:29,Rewa,False
aeda7f1b-0b45-47ad-8bb6-6ea19e681f68,Dani-Dey,557.69,2024-01-01 17:53:19,Sultan Pur Majra,False
f08ad8f2-5074-47c8-8e62-8666091a2727,Master Group,882.06,2023-12-26 06:47:22,Machilipatnam,False
d38e6ce7-ced1-41ca-b254-c641c6fde0c7,"Rao, Upadhyay and Dasgupta",456.01,2023-12-24 20:48:13,Ozhukarai,False
2cef44a4-c00d-4e53-b944-0632ceefb86c,Buch-Loyal,100.0,2023-12-10 08:23:22,Vasai-Virar,False
88c546b6-6cef-4279-816f-715336dddd86,"Choudhury, Loke and Sundaram",36.7,2023-12-27 22:09:27,Bilaspur,False
36bf0b2c-d397-4641-bb04-258466a0acd9,Dayal Group,99.23,2023-12-10 07:37:30,Bettiah,True
9103d24a-4461-488e-a520-d18d4c1ad759,Vig Group,809.42,2023-12-22 10:20:49,Sultan Pur Majra,False
e429e8ad-33d2-4157-85ec-89c707cba2e9,Solanki Group,307.94,2023-12-24 22:45:35,Allahabad,False
2074bbda-5a0a-4751-8fc4-745bc030dffc,Varma-Acharya,434.09,2023-12-17 03:45:17,Ulhasnagar,False
f9e38d0c-6d46-43e5-af33-4449b9cf3959,Barman-Khurana,526.09,2023-12-20 19:28:05,Durg,False
a624796b-b12c-4cec-83ff-1443bd424738,Bhatti-Gandhi,965.07,2023-12-24 20:12:20,Berhampore,False
